location,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc,ID
Achara,16-May-14,,,,,,,,,,0.051,,,,,0,,,,,,,,,,2.1,,,26.3,,,5,2.8,6.7,,,,,,,,8.7,1.6,,,,,,,,0,,,,,,,,,,2.2,,0.022,,,,,,0.69,0.015,,0.009,77,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,0.027,,10,,74
Achara,16-Nov-12,,,,,,,,,,0.106,,,,1.4,,,,,,,,,,,2.1,,0.25,45.5,,,0,3.4,13.5,,0,,1.6,,,,9.7,,,,,,,,,,,,,,,,,0.5,,7.8,,0,,,,,0,0.83,0.045,0.46,0.053,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,1.44,,0.138,,11,5,75
Achara,16-Oct-10,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.724,,,,,,,,,,,,,3.759,,,,,,,,,,,,,3.73126,0.01216,1.03,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,,0.77,,,,76
Achara,16-Oct-15,,,,,,,,,,0.073,,,,,0,,,,,,,,,140.3,1.3,,0,44.2,,,5,2.7,15.5,,,,,,,,8.2,1.4,,,,,,,,0,,,,,,,,0.5,,6.6,0,0,,,,,,1.85,0.037,,0.038,82,,,0,,,,,,,,,,0.16,,4,,,,,14.8,,34.5,,,,,,137.5,2.05,2.52,0.046,,15,15,77
Achara,16-Sep-16,,,,,,,,,,0.078,,,,,0,,,,,,,,,,0.5,,,31.3,,,21,2.5,9.9,,,,,,,,8,3.7,,,,,,,,0,,,,,,,,,2.37,4.9,,,,,,,,1.15,0.042,,0.051,90,,,0,,,,,,,,,,0,,,,,,,,,,,,,152,,98.1,1.28,,0.061,,21,,78
Achara,17-Apr-09,,,,,,,,,,0.125,0.034,,,1.7,,,,,,,,,,109.8,2,,0.3,38.2,,,6,0,8.7,,0.7,,5.3,0.0025,,,11.3,5.35,,,,,,,,,,,,,,0.12,,0.5,,4.5,0.04,0.5,,,,,1.5,1.08,0.027,0.3605,0.0992,,,,,,,,,,,,,,0.01,,,,,,,8,,23.2,,,,150,,,1.53,,0.13,,16,5,79
Achara,17-Feb-12,,,,,,,,,,0.097,,,,0,,,,,,,,,,,3.4,,0.25,28.1,,,0,,11.1,,0,,2.9,,,,13.8,,,,,,,,,0,,,,,,,,0.5,,6.9,,,,,,,0,0.99,0.012,0.55,0.02,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,1.65,,0.033,,4,5,80
Achara,17-Jan-13,,,,,,,,,,0.114,,,,0,0,,,,,,,,,,3.3,,0,45.2,,,12,3.4,11.6,,0,,8.8,,,,12,,,,,,,,,0,,,,,,,,1.3,,5.6,,0,,,,,0,1.29,0.018,,0.051,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,0.114,,6,15,81
Achara,17-Jan-15,,,,,,,,,,0.316,,,,,0,,,,,,,,,,2.3,,,49.8,,,5,,19.1,,,,,,,,12.5,1.4,,,,,,,,0,,,,,,,,,,8.7,,0,,,,,,1.75,0.041,,0.025,100,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,160.1,2.16,2.35,0.046,,6,,82
Achara,17-Jun-10,,,,,,,,,,0.047,,,,0.8,,,,,,,,,,,2.9,,0.25,27.3,,,9,3.8,5.4,,0.6,,5.4,,,,8,11.516,,,,,,,,,,,,,1.153,,,1,,4.8,,1,,,,,1,1.06672,0.03952,0.39,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,0.17,,18,25,83
Achara,17-Jun-11,,,,,,,,,,0.041,,,,1.2,,,,,,,,,,,5.5,,0,31.3,,,9,2.8,14.9,,0,,3.8,,,,10.3,0,,,,,,,,,,,,,,,,1,,3.5,,0,,,,,16.9,1.69,0.065,0,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,,0.256,,22,6,84
Achara,17-Mar-12,,,,,,,,,,0.322,,,,0,,,,,,,,,,,2.1,,0.25,34.1,,,0,2.8,12.9,,0,,1.8,,,,12.9,,,,,,,,,,,,,,,,,0.5,,3.7,,,,,,,0,1.1,0.014,0.17,0.019,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,1.61,,0.022,,4,5,85
Achara,17-May-09,,,,,,,,,,0.211,,,,,,,,,,,,,,122,2.4,,,,,,7,0,,,,,,0.0025,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.802,0.21,0.8825,0.225,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,199,,,2.85,,0.32,,21,11,86
Achara,17-Oct-14,,,,,,,,,,0.062,,,,,0,,,,,,,,,134.2,0.5,,,41.5,,,11,2,15.2,,,,,,,,10.3,1.2,,,,,,,,0,,,,,,,,,,7.6,0,0,,,,,,1.77,0.039,,0.065,104,,,0,,,,,,,,,,,,4,,,,,13.8,,33.7,,,,222,,134.8,1.98,2.97,0.082,,16,,87
Achara,17-Sep-10,,,,,,,,,,0.109,,,,1,,,,,,,,,,,2,,0.25,37.3,,,5,2.2,11.9,,0.3,,4.1,,,,9.8,7.798,,,,,,,,,,,,,2.316,,,0.9,,6,,1,,,,,1.7,2.16508,0.04256,0.3,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,0.82,,15,24,88
Achara,18-Apr-14,,,,,,,,,,0.215,,,,,0.213,,,,,,,,,134.2,1.3,,,43.3,,,5,2.2,11.4,,,,,,,,9,1.9,,,,,,,,0,,,,,,,,,,8.8,0.07,0.03,,,,,,1.09,0.031,,0.024,82,,,0,,,,,,,,,,,,2.6,,,,,9.2,,30.9,,,,190,,144.4,1.79,,0.075,,11,,89
Achara,18-Apr-15,,,,,,,,,,0.055,,,,,0,,,,,,,,,109.8,1.4,,,36.9,,,16,2.1,8.6,,,,,,,,10.7,3.3,,,,,,,,0,,,,,,,,,,4.7,0,0,,,,,,1.3,0.022,,0.024,99,,,0,,,,,,,,,,0,,2.1,,,,,6.5,,25.7,,,,,,111.6,1.62,2.34,0.051,,12,,90
Achara,18-Aug-10,,,,,,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.038,,,,,,,,,,,,,1.77636,0.16112,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,0.55,,,,91
Achara,18-Feb-11,,,,,,,,,,0.139,,,,1,,,,,,,,,,,4.9,,0.5,31.5,,,0,2.2,17,,,,1.2,,,,14.4,7.15,,,,,,,,,,,,,,,,1,,8,,1,,,,,,1.1,0.016,0,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,0.157,,1,8,92
Achara,18-Jul-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,93
Achara,18-Jul-13,,,,,,,,,,0.04,,,,1,0,,,,,,,,,,2.6,,0,42.1,,,0,3.8,11.7,,0,,0,,,,7.2,,,,,,,,,0,,,,,,,,0.5,,10,,0,,,,,0,1.14,0.003,,0.038,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,0.084,,26,5,94
Achara,18-Jul-14,,,,,,,,,,0.037,,,,,0,,,,,,,,,,1.6,,,39.6,,,5,,12.8,,,,,,,,8.7,1.9,,,,,,,,0,,,,,,,,,,3.6,,0,,,,,,1.33,0.043,,0.03,99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,2.53,0.055,,22,,95
Achara,18-Mar-11,,,,,,,,,,0.157,,,,1,,,,,,,,,,,3.4,,0.5,34.6,,,9,2.9,8.7,,0,,2.7,,,,12.3,7.92,,,,,,,,,,,,,,,,0.6,,7.4,,1,,,,,1.2,1,0.034,0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,0.102,,7,9,96
Achara,18-Oct-12,,,,,,,,,,0.035,,,,,,,,,,,,,,,1.7,,,,,,0,2,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.037,0.31,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,0.095,,11,,97
Achara,18-Oct-13,,,,,,,,,,0,,,,0,,,,,,,,,,,1,,0,46.8,,,0,2.7,15.6,,0,,12.6,,,,9.8,,,,,,,,,0,,,,,,,,7.8,,6.5,,0,,,,,1.8,1.31,0.03,,0.022,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,0.051,,10,5,98
Achara,18-Sep-15,,,,,,,,,,0.065,,,,,0,,,,,,,,,,1.3,,,40.4,,,16,,11.4,,,,,,,,7.3,1.9,,,,,,,,0,,,,,,,,,,4.4,,0.067,,,,,,1.17,0.038,,0.1,76,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,119,1.48,2.53,0.15,,17,,99
Achara,19-Mar-09,,,,,,,,,,0.07,0.034,,,0.5,,,,,,,,,,97.6,1.7,,0.3,34.6,,,5.3,5,6.9,,0,,14.9,0.0025,,,11.9,7.86,,,,,,,,,,,,,,0.2,,0.5,,7,0.05,,,,,,0.5,0.619,0.015,0.231,0.0167,,,,,,,,,,,,,,0.025,,,,,,,6.2,,17.9,,170,,236,,,0.9,,0.05,,13,5,100
Achara,19-Mar-10,,,,,,,,,,0.023,,,,0.5,,,,,,,,,,,2.1,,0.25,30.9,,,6,2.6,6.7,,0.8,,4.5,,,,12,9.2,,,,,,,,,,,,,1.135,,,0.7,,4,,1,,,,,2.6,1.09384,0.01824,0.35,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,0.12,,6,9,101
Achara,19-Mar-14,,,,,,,,,,0,,,,,0,,,,,,,,,,3.8,,,44.8,,,5,,11.9,,,,,,,,10.9,1,,,,,,,,0,,,,,,,,,,5.6,,0,,,,,,0.94,0.019,,0.014,105,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,0.023,,14,,102
Achara,19-May-12,,,,,,,,,,0,,,,0,,,,,,,,,,,1.8,,0.25,31.3,,,0,2.4,8,,0,,3.2,,,,9.4,,,,,,,,,,,,,,,,,0.5,,8.4,,0,,,,,0,0.9,0.021,0.46,0.027,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,1.398,,0.119,,12.7,5,103
Achara,19-Nov-09,,,,,,,,,,0.39,0.034,,,0.5,,,,,,,,,,109.8,2.7,,0.3,,,,5,0,,,3.8,,6.1,0.0025,,,11.5,8.68,,,,,,,,,,,,,,0.08,,0.5,,,0.15,,,,,,3.5,1.779,0.024,0.802,0.2282,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,218,,,2.8,,0.28,,8,10,104
Achara,19-Nov-10,,,,,,,,,,0.109,,,,1.5,,,,,,,,,,,1.9,,0.25,43.2,,,6,2.5,12.1,,,,3.1,,,,11.1,,,,,,,,,,,,,,1.948,,,1,,6.2,,,,,,,,1.80574,0.03344,0.48,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,0.57,,3,12,105
Achara,19-Nov-16,,,,,,,,,,0.11,,,,,0,,,,,,,,,,0.5,,,30.9,,,12,1,11,,,,,,,,10.4,2,,,,,,,,0,,,,,,,,,,6.9,,0,,,,,,1.09,0.042,,0.079,97,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,106.3,1.27,,0.24,,12,,106
Achara,19-Sep-14,,,,,,,,,,0.026,,,,,0,,,,,,,,,,1.2,,,54.2,,,5,,17.2,,,,,,,,8.3,4.8,,,,,,,,0,,,,,,,,,,7.4,,0,,,,,,2.63,0.027,,0.027,89,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,2.65,0.039,,19.4,,107
Achara,20-Aug-16,,,,,,,,,,0.056,0,,,,0,,,,,,,,,97.6,0.5,,0,25.9,,,12,2.2,6.3,,,,,,,,7.9,1.6,,,,,,,,0,,,,,,,,0,,4,,0,,,,,0,0.39,0.023,,0.025,93,,,0,,,,,,,,,,0,,2.2,,,,,5.9,,13,,,,108,,81.2,0.63,,0.062,,23,,108
Achara,20-Feb-10,,,,,,,,,,0.062,,,,0.5,,,,,,,,,,,1,,0.25,31.1,,,5,2.1,6,,0.3,,2.9,,,,14.3,8.533,,,,,,,,,,,,,0.811,,,0.5,,5.6,,1,,,,,1.2,0.73676,0.01216,0.15,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,0.12,,5,9,109
Achara,20-Jan-12,,,,,,,,,,0.146,,,,0,,,,,,,,,,,1.6,,0.25,34.1,,,0,2.1,8.5,,1.5,,5,,,,11.8,,,,,,,,,,,,,,,,,1.2,,4.8,,,,,,,0,1.12,0.016,0.36,0.059,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,1.65,,0.089,,4,5,110
Achara,20-Jun-14,,,,,,,,,,0.087,,,,,0,,,,,,,,,85.4,3,,,24.5,,,15,3.5,5.8,,,,,,,,8.3,1.1,,,,,,,,0,,,,,,,,,,4.2,0,0,,,,,,0.66,0.021,,0,93,,,0,,,,,,,,,,,,2.4,,,,,5.7,,14.9,,,,125,,78.2,1.02,2.6,0.031,,21,,111
Achara,20-Jun-15,,,,,,,,,,0.35,,,,,0,,,,,,,,,109.8,2.5,,0,32.5,,,18,2.8,8.2,,,,,,,,7.6,1.5,,,,,,,,0,,,,,0.15,,,2.5,,3.5,0.031,0,,,,,0,0.83,0.064,,0.23,88,,,0,,,,,,,,,,0,,3.2,,,,,6.7,,19.7,,,,,,95.5,1.26,2.34,,,23,5,112
Achara,20-May-10,,,,,,,,,,0.218,,,,1.3,,,,,,,,,,,2.4,,0.25,29.9,,,8,5.2,7.8,,2.3,,56,,,,7.5,6.57,,,,,,,,,,,,,1.444,,,1.8,,4.5,,1,,,,,6.3,1.12322,0.10336,0.45,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,0.36,,20,41,113
Achara,20-Nov-15,,,,,,,,,,0.11,,,,,0,,,,,,,,,,1.1,,,32.9,,,5,2.5,9.5,,,,,,,,10,1.8,,,,,,,,0,,,,,,,,,,4.9,,0,,,,,,0.79,0.029,,0.024,90,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,102.2,1.01,2.15,0.037,,11,,114
Achara,21-Apr-12,,,,,,,,,,0,,,,0,,,,,,,,,,,3.4,,0.25,36,,,10,3.7,7.9,,0,,2.6,,,,10.2,,,,,,,,,,,,,,,,,1.2,,2.5,,0,,,,,0,0.62,0.013,0.4,0.044,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,1.06,,0.077,,14,5,115
Achara,21-Feb-10,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.073,,,,,,,,,,,,,1.048,,,,,,,,,,,,,0.97406,0.01216,0.15,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,116
Achara,21-Feb-15,,,,,,,,,,0,,,,,0,,,,,,,,,115.9,3.1,,0,39.3,,,5,,10.6,,,,,,,,13.3,1.1,,,,,,,,0,,,,,,,,0.5,,4,0,0,,,,,0,1.23,0.005,,0.013,99,,,0,,,,,,,,,,0,,2.6,,,,,8.6,,29.3,,,,,,114.5,1.43,2.39,0.045,,3,5,117
Achara,21-Jan-11,,,,,,,,,,0.105,,,,1,,,,,,,,,,,3.6,,0.5,34.6,,,10,2,8.1,,,,2.6,,,,11.7,,,,,,,,,,,,,,,,,1,,6.1,,1,,,,,,1.11,0.022,0,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,0.075,,3,6,118
Achara,21-Jan-12,,,,,,,,,,0.131,,,,,,,,,,,,,,,1.5,,,,,,0,2,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.016,0.41,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,0.078,,2,,119
Achara,21-Jul-12,,,,,,,,,,0.035,,,,0,,,,,,,,,,,,,0.25,33.2,,,0,3.2,8.1,,0,,2.7,,,,7.7,,,,,,,,,,,,,,,,,0.5,,6.3,,0,,,,,0,0.59,0.037,0.47,0,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,1.14,,0.022,,22.7,5,120
Achara,21-Nov-14,,,,,,,,,,0.15,,,,,0,,,,,,,,,,1,,,47.4,,,13,1.3,15.9,,,,,,,,10.7,1.2,,,,,,,,0,,,,,,,,,,8.8,,0.055,,,,,,2.04,0.07,,0.026,94,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.33,0.037,,10,,121
Achara,21-Oct-12,,,,,,,,,,0.34,,,,0,,,,,,,,,,,2.6,,0.25,36.1,,,12,4.4,13.8,,0,,3.1,,,,9.5,,,,,,,,,,,,,,,,,0.5,,9,,0,,,,,0,0.85,0.051,0.04,0.043,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,1.28,,0.114,,8.8,5,122
Achara,21-Sep-12,,,,,,,,,,0,,,,1.3,,,,,,,,,,,2,,0.25,27,,,0,3.8,5.4,,0,,1.5,,,,9.7,,,,,,,,,,,,,,,,,0.5,,6.1,,0,,,,,0,0.4,0.014,0.38,0.02,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,1,,0.067,,17.6,5,123
Achara,21-Sep-13,,,,,,,,,,0.067,,,,1.1,0,,,,,,,,,,2.1,,0,33,,,0,2.7,9.9,,0,,1.9,,,,7.4,,,,,,,,,0,,,,,,,,0.5,,5.3,,0,,,,,0,0.81,0.025,,0.034,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,0.05,,20,5,124
Achara,22-Apr-11,,,,,,,,,,0.028,,,,,,,,,,,,,,,1.9,,,,,,8,2.4,9.3,,,,,,,,9.4,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,0.016,0,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,0.11,,15,8,125
Achara,22-Aug-15,,,,,,,,,,0.108,,,,,0,,,,,,,,,128.1,1.5,,0,40.1,,,12,,12.7,,,,,,,,7.6,2,,,,,,,,0,,,,,,,,0.5,,5.4,0,0,,,,,0,1.58,0.146,,0.068,88,,,0,,,,,,,,,,0,,3.3,,,,,12.8,,26.4,,,,,,122.2,2.06,2.47,0.094,,23,5,126
Achara,22-Jan-11,,,,,,,,,,0.219,,,,,,,,,,,,,,,2.7,,,,,,8,2.2,,,,,,,,,11.4,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.017,0,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,0.12,,4,10,127
Achara,22-Nov-12,,,,,,,,,,0.09,,,,,,,,,,,,,,,2.7,,,,,,10,3.1,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.017,0.07,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.105,,11.4,,128
Achara,22-Oct-10,,,,,,,,,,0.148,,,,1.5,,,,,,,,,,,2.8,,0.25,42.7,,,10,5,15.2,,0.8,,12.4,,,,10.3,6.686,,,,,,,,,,,,,1.618,,,1.3,,11,,1,,,,,2.3,1.4464,0.02432,1.96,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,0.17,,13,14,129
Achara,22-Oct-16,,,,,,,,,,0.089,0,,,,0,,,,,,,,,109.8,0.5,,0,27.6,,,11,2.3,7.3,,,,,,,,8.8,1.1,,,,,,,,0,,,,,,,,0,,5.1,,0,,,,,0,0.68,0.024,,0.034,87,,,0,,,,,,,,,,0,,2.6,,,,,8.5,,12.7,,,,133,,89.9,0.93,,0.04,,15,,130
Achara,23-Oct-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131
Achara,26-Aug-12,,,,,,,,,,0,,,,,,,,,,,,,,,1.5,,,,,,10,3.5,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.011,0.11,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.105,,22.3,,132
Achara,26-Nov-11,,,,,,,,,,0.041,,,,,,,,,,,,,,,1.4,,,,,,13,4.3,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,0.026,0,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,0.226,,11,10,133
Achara,27-May-11,,,,,,,,,,0.073,,,,1.3,,,,,,,,,,,4.4,,0,,,,0,2.1,,,0,,2.8,,,,8.6,8.5,,,,,,,,,,,,,,,,0.9,,,,,,,,,0,1.37,0.056,0,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,0.194,,22,3,134
Achara,27-May-12,,,,,,,,,,0.15,,,,,,,,,,,,,,,1.9,,,,,,0,3.1,,,,,,,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.031,0.18,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,0.107,,17.2,,135
Achara,27-Oct-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
Achara,27-Sep-12,,,,,,,,,,0.08,,,,,,,,,,,,,,,1.4,,,,,,0,3,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.02,0.1,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,0.252,,16.6,,137
Achara,28-Jun-12,,,,,,,,,,0.065,,,,,,,,,,,,,,,1.4,,,,,,12,4.9,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.04,0.12,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,0.149,,20.8,,138
Achara,28-Sep-11,,,,,,,,,,0,,,,1.7,,,,,,,,,,,1.7,,0,,,,0,2.1,,,0,,9.2,,,,7.6,6.35,,,,,,,,,,,,,,,,0.4,,,,,,,,,0,0.91,0.007,0,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,0.103,,23,10,139
Achara,29-Apr-12,,,,,,,,,,0,,,,,,,,,,,,,,,1.9,,,,,,0,2.4,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,0.014,0.32,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,0.128,,17.7,,140
Achara,30-Jun-10,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.885,,,,,,,,,,,,,0.85428,0.02432,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.13,,,,141
Achara,31-Mar-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
Achara,31-Mar-11,,,,,,,,,,0.038,,,,1,,,,,,,,,,,3,,0.5,,,,0,1.8,,,0,,1.2,,,,12.58,9.29,,,,,,,,,,,,,,,,1,,,,1,,,,,1.2,1.06,0.01,0,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,0.066,,9,5,143
Boonsri,01-Aug-14,,,,,,,,,,0.0716666666666667,0.124666666666667,,,,,,,,,,,,,152.093333333333,1.91,,,38.8133333333333,,,10.4,2.56,14.32,,,,,,,,6.41666666666667,2.96666666666667,,,,,,,,,,,,,,,,,,8.08333333333333,,,,,,,,0.845666666666667,0.041,,0.107,78.8,,,,,,,,,,,,,,,2,,,,,14,,34.2833333333333,,,,199,,133.706666666667,1.11333333333333,,0.178666666666667,,24.7333333333333,,144
Boonsri,01-Aug-15,,,,,,,,,,0.0563333333333333,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936666666666667,0.023,,0.0446666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,1.32333333333333,,0.059,,27.6666666666667,,145
Boonsri,01-Nov-08,,,,,,,,,,0.168,0.0463333333333333,,,,,,,,,,,,,213.5,2.24666666666667,,,55.8133333333333,,,10.4066666666667,3.52,25.8033333333333,,,,,,,,9.12333333333333,,,,,,,,,,,,,,,,,,,20.6933333333333,0.007,,,,,,,1.12966666666667,0.0256666666666667,,0.0173333333333333,85.9066666666667,,,,,,,,,,,,,,,3,,,5.298,,21,0.1,55.56,,,,293,,106.68,,,0.0666666666666667,,13,,146
Boonsri,02-Dec-05,,,,,,,,0.0673333333333333,,0.165666666666667,0.057,,,,,,,,,,,,0.168333333333333,195.199997,1.35666666666667,,5.66933333333333,57.6333326666667,,,9.02333333333333,4.92333333333333,24.7833333333333,,0.855333333333333,,1.62566666666667,,,,8.61,,,,0.204,0.106666666666667,0.0393333333333333,,,0.143,0.00566666666666667,,,,,0.363,,3.642,1.9,11.9633333333333,0.10675,0,0.014,,,,0.574666666666667,1.11333333333333,0.0166666666666667,,0.0946666666666667,80.0666686666667,0.299333333333333,0.049,,,,,,,,,,,,,2,,,8.48333333333333,,17,,35.9200006666667,,0.683333333333333,,249.333333333333,,108.546666666667,,,0.101666666666667,,7.6,89.6666666666667,147
Boonsri,02-Jul-16,,,,,,,,,,0.0376666666666667,,,,,,,,,,,,,,,2.57666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526666666666667,0.0193333333333333,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,0.0323333333333333,,,,0.818666666666667,,0.0393333333333333,,22.5,,148
