location,measure_date,measure,unit,value
Sakda,8-Oct-09,AOX,µg/l,0
Kannika,10-Oct-09,AOX,µg/l,0
Chai,19-Oct-09,AOX,µg/l,0
Somchair,30-Oct-09,AOX,µg/l,0
Busarakhan,30-Oct-09,AOX,µg/l,0
Kannika,13-Nov-09,AOX,µg/l,0
Sakda,13-Nov-09,AOX,µg/l,0
Somchair,14-Nov-09,AOX,µg/l,0
Busarakhan,14-Nov-09,AOX,µg/l,0
Chai,16-Nov-09,AOX,µg/l,0
Chai,5-Dec-09,AOX,µg/l,0
Kannika,5-Dec-09,AOX,µg/l,0
Sakda,5-Dec-09,AOX,µg/l,0
Somchair,19-Dec-09,AOX,µg/l,0
Busarakhan,19-Dec-09,AOX,µg/l,0
Boonsri,28-Jan-10,AOX,µg/l,21.5
Kohsoom,28-Jan-10,AOX,µg/l,53
Boonsri,18-Feb-10,AOX,µg/l,17.2
Kohsoom,18-Feb-10,AOX,µg/l,32
Kohsoom,24-Mar-10,AOX,µg/l,42.5
Boonsri,25-Mar-10,AOX,µg/l,11.1666666666667
Kohsoom,21-Apr-10,AOX,µg/l,23
Boonsri,22-Apr-10,AOX,µg/l,18.3333333333333
Boonsri,19-May-10,AOX,µg/l,13.5666666666667
Kohsoom,26-May-10,AOX,µg/l,25
Boonsri,23-Jun-10,AOX,µg/l,20.3333333333333
Kohsoom,23-Jun-10,AOX,µg/l,30
Boonsri,24-Jul-10,AOX,µg/l,16.6666666666667
Kohsoom,28-Jul-10,AOX,µg/l,29
Boonsri,18-Aug-10,AOX,µg/l,17.8333333333333
Kohsoom,26-Aug-10,AOX,µg/l,31.5
Boonsri,25-Sep-10,AOX,µg/l,16.1
Kohsoom,29-Sep-10,AOX,µg/l,30.5
Kohsoom,20-Oct-10,AOX,µg/l,31
Boonsri,21-Oct-10,AOX,µg/l,17.1
Boonsri,18-Nov-10,AOX,µg/l,19.4
Kohsoom,24-Nov-10,AOX,µg/l,31.2
Kohsoom,15-Dec-10,AOX,µg/l,36.4
Boonsri,17-Jan-13,AOX,µg/l,25.3333333333333
Kohsoom,25-Jan-13,AOX,µg/l,26
Boonsri,21-Feb-13,AOX,µg/l,29
Kohsoom,22-Feb-13,AOX,µg/l,23
Boonsri,15-Mar-13,AOX,µg/l,16.3333333333333
Kohsoom,15-Mar-13,AOX,µg/l,30
Boonsri,14-Apr-13,AOX,µg/l,18.6666666666667
Kohsoom,19-Apr-13,AOX,µg/l,53
Boonsri,17-May-13,AOX,µg/l,44.3333333333333
Kohsoom,23-May-13,AOX,µg/l,44
Boonsri,20-Jun-13,AOX,µg/l,15
Kohsoom,27-Jun-13,AOX,µg/l,26
Boonsri,19-Jul-13,AOX,µg/l,21
Kohsoom,25-Jul-13,AOX,µg/l,24
Boonsri,16-Aug-13,AOX,µg/l,22.6666666666667
Kohsoom,22-Aug-13,AOX,µg/l,31
Boonsri,26-Sep-13,AOX,µg/l,22
Kohsoom,26-Sep-13,AOX,µg/l,29
Boonsri,18-Oct-13,AOX,µg/l,22.3333333333333
Kohsoom,24-Oct-13,AOX,µg/l,32
Boonsri,14-Nov-13,AOX,µg/l,24.6666666666667
Kohsoom,21-Nov-13,AOX,µg/l,30
Kohsoom,12-Dec-13,AOX,µg/l,33
Boonsri,14-Dec-13,AOX,µg/l,25.6666666666667
Boonsri,8-Jan-16,AOX,µg/l,17.7
Boonsri,17-Feb-16,AOX,µg/l,18.1333333333333
Kohsoom,20-Feb-16,AOX,µg/l,28.7
Boonsri,17-Mar-16,AOX,µg/l,13.6666666666667
Kohsoom,20-Mar-16,AOX,µg/l,25.3
Boonsri,28-Apr-16,AOX,µg/l,14.5
Kohsoom,29-Apr-16,AOX,µg/l,26.4
Boonsri,28-May-16,AOX,µg/l,15.7333333333333
Kohsoom,28-May-16,AOX,µg/l,27.3
Boonsri,16-Jun-16,AOX,µg/l,14.1666666666667
Kohsoom,19-Jun-16,AOX,µg/l,28.6
Boonsri,21-Jul-16,AOX,µg/l,13.2666666666667
Kohsoom,23-Jul-16,AOX,µg/l,29.2
Boonsri,21-Aug-16,AOX,µg/l,14
Kohsoom,21-Aug-16,AOX,µg/l,28.6
Boonsri,22-Sep-16,AOX,µg/l,14.4666666666667
Kohsoom,22-Sep-16,AOX,µg/l,26.5
Boonsri,20-Oct-16,AOX,µg/l,14.4666666666667
Kohsoom,21-Oct-16,AOX,µg/l,28.3
Boonsri,17-Nov-16,AOX,µg/l,14.2
Kohsoom,18-Nov-16,AOX,µg/l,27.6
Boonsri,10-Dec-16,AOX,µg/l,12.5666666666667
Kohsoom,12-Dec-16,AOX,µg/l,26.8
Boonsri,24-Jan-08,Acenaphthene,µg/l,0.003
Boonsri,21-Feb-08,Acenaphthene,µg/l,0.003
Kohsoom,23-Feb-08,Acenaphthene,µg/l,0.003
Boonsri,21-Mar-08,Acenaphthene,µg/l,0.003
Kohsoom,23-Mar-08,Acenaphthene,µg/l,0.003
Kohsoom,26-May-08,Acenaphthene,µg/l,0.003
Boonsri,20-Jun-08,Acenaphthene,µg/l,0.0043
Kohsoom,29-Jun-08,Acenaphthene,µg/l,0.003
Boonsri,11-Jul-08,Acenaphthene,µg/l,0.003
Boonsri,25-Jul-08,Acenaphthene,µg/l,0.0137066666666667
Kohsoom,27-Jul-08,Acenaphthene,µg/l,0.003
Boonsri,22-Aug-08,Acenaphthene,µg/l,0.003
Boonsri,26-Sep-08,Acenaphthene,µg/l,0.003
Kohsoom,28-Sep-08,Acenaphthene,µg/l,0.003
Boonsri,24-Oct-08,Acenaphthene,µg/l,0.003
Kohsoom,26-Oct-08,Acenaphthene,µg/l,0.003
Kohsoom,27-Nov-08,Acenaphthene,µg/l,0.003
Boonsri,28-Nov-08,Acenaphthene,µg/l,0.003
Boonsri,29-Jan-09,Acenaphthene,µg/l,0.003
Boonsri,27-Feb-09,Acenaphthene,µg/l,0.003
Boonsri,19-Mar-09,Acenaphthene,µg/l,0.003
Kohsoom,19-Mar-09,Acenaphthene,µg/l,0.003
Boonsri,23-Apr-09,Acenaphthene,µg/l,0.003
Boonsri,21-May-09,Acenaphthene,µg/l,0.003
Kohsoom,28-May-09,Acenaphthene,µg/l,0.003
Boonsri,25-Jun-09,Acenaphthene,µg/l,0.003
Kohsoom,25-Jun-09,Acenaphthene,µg/l,0.003
Boonsri,23-Jul-09,Acenaphthene,µg/l,0.003
Kohsoom,30-Jul-09,Acenaphthene,µg/l,0.003
Kohsoom,20-Aug-09,Acenaphthene,µg/l,0.003
Boonsri,21-Aug-09,Acenaphthene,µg/l,0.003
Boonsri,9-Sep-09,Acenaphthene,µg/l,0.003
Kohsoom,21-Sep-09,Acenaphthene,µg/l,0.003
Boonsri,22-Oct-09,Acenaphthene,µg/l,0.003
Kohsoom,29-Oct-09,Acenaphthene,µg/l,0.003
Boonsri,7-Nov-09,Acenaphthene,µg/l,0.003
Kohsoom,26-Nov-09,Acenaphthene,µg/l,0.003
Boonsri,13-Dec-09,Acenaphthene,µg/l,0.003
Boonsri,24-Jan-08,Acenaphthylene,µg/l,0.004
Boonsri,21-Feb-08,Acenaphthylene,µg/l,0.004
Kohsoom,23-Feb-08,Acenaphthylene,µg/l,0.004
Boonsri,21-Mar-08,Acenaphthylene,µg/l,0.004
Kohsoom,23-Mar-08,Acenaphthylene,µg/l,0.004
Kohsoom,26-May-08,Acenaphthylene,µg/l,0.004
Boonsri,20-Jun-08,Acenaphthylene,µg/l,0.004
Kohsoom,29-Jun-08,Acenaphthylene,µg/l,0.004
Boonsri,11-Jul-08,Acenaphthylene,µg/l,0.004
Boonsri,25-Jul-08,Acenaphthylene,µg/l,0.004
Kohsoom,27-Jul-08,Acenaphthylene,µg/l,0.004
Boonsri,22-Aug-08,Acenaphthylene,µg/l,0.004
Boonsri,26-Sep-08,Acenaphthylene,µg/l,0.004
Kohsoom,28-Sep-08,Acenaphthylene,µg/l,0.004
Boonsri,24-Oct-08,Acenaphthylene,µg/l,0.004
Kohsoom,26-Oct-08,Acenaphthylene,µg/l,0.004
Kohsoom,27-Nov-08,Acenaphthylene,µg/l,0.004
Boonsri,28-Nov-08,Acenaphthylene,µg/l,0.004
Boonsri,29-Jan-09,Acenaphthylene,µg/l,0.004
Boonsri,27-Feb-09,Acenaphthylene,µg/l,0.004
Boonsri,19-Mar-09,Acenaphthylene,µg/l,0.004
Kohsoom,19-Mar-09,Acenaphthylene,µg/l,0.004
Boonsri,23-Apr-09,Acenaphthylene,µg/l,0.004
Boonsri,21-May-09,Acenaphthylene,µg/l,0.004
Kohsoom,28-May-09,Acenaphthylene,µg/l,0.004
Boonsri,25-Jun-09,Acenaphthylene,µg/l,0.004
Kohsoom,25-Jun-09,Acenaphthylene,µg/l,0.004
Boonsri,23-Jul-09,Acenaphthylene,µg/l,0.004
Kohsoom,30-Jul-09,Acenaphthylene,µg/l,0.004
Kohsoom,20-Aug-09,Acenaphthylene,µg/l,0.004
Boonsri,21-Aug-09,Acenaphthylene,µg/l,0.004
Boonsri,9-Sep-09,Acenaphthylene,µg/l,0.004
Kohsoom,21-Sep-09,Acenaphthylene,µg/l,0.004
Boonsri,22-Oct-09,Acenaphthylene,µg/l,0.004
Kohsoom,29-Oct-09,Acenaphthylene,µg/l,0.004
Boonsri,7-Nov-09,Acenaphthylene,µg/l,0.004
Kohsoom,26-Nov-09,Acenaphthylene,µg/l,0.004
Boonsri,13-Dec-09,Acenaphthylene,µg/l,0.004
Boonsri,13-May-05,Alachlor,µg/l,0.098
Kannika,13-May-05,Alachlor,µg/l,0
Sakda,13-May-05,Alachlor,µg/l,0
Chai,16-May-05,Alachlor,µg/l,0.004
Chai,23-May-05,Alachlor,µg/l,0.018
Boonsri,27-May-05,Alachlor,µg/l,0.0396666666666667
Kohsoom,28-May-05,Alachlor,µg/l,0
Somchair,29-May-05,Alachlor,µg/l,0
Busarakhan,29-May-05,Alachlor,µg/l,0
Boonsri,8-Jul-05,Alachlor,µg/l,0.049
Kannika,8-Jul-05,Alachlor,µg/l,0.0103333333333333
Sakda,8-Jul-05,Alachlor,µg/l,0
Boonsri,22-Jul-05,Alachlor,µg/l,0
Chai,23-Jul-05,Alachlor,µg/l,0.007
Somchair,24-Jul-05,Alachlor,µg/l,0
Busarakhan,24-Jul-05,Alachlor,µg/l,0
Kohsoom,29-Jul-05,Alachlor,µg/l,0
Chai,31-Jul-05,Alachlor,µg/l,0.0146666666666667
Boonsri,12-Aug-05,Alachlor,µg/l,0.268666666666667
Kannika,12-Aug-05,Alachlor,µg/l,0.222333333333333
Sakda,12-Aug-05,Alachlor,µg/l,0.203333333333333
Chai,18-Aug-05,Alachlor,µg/l,0.0473333333333333
Kohsoom,24-Aug-05,Alachlor,µg/l,0.438
Chai,25-Aug-05,Alachlor,µg/l,0.0206666666666667
Boonsri,26-Aug-05,Alachlor,µg/l,0.278333333333333
Somchair,26-Aug-05,Alachlor,µg/l,0
Busarakhan,26-Aug-05,Alachlor,µg/l,0
Boonsri,9-Sep-05,Alachlor,µg/l,0
Kannika,9-Sep-05,Alachlor,µg/l,0.499333333333333
Sakda,9-Sep-05,Alachlor,µg/l,0.112
Chai,22-Sep-05,Alachlor,µg/l,0.338333333333333
Boonsri,23-Sep-05,Alachlor,µg/l,0.056
Somchair,24-Sep-05,Alachlor,µg/l,0.465
Busarakhan,24-Sep-05,Alachlor,µg/l,0.475
Kohsoom,25-Sep-05,Alachlor,µg/l,0.042
Chai,29-Sep-05,Alachlor,µg/l,0.369666666666667
Boonsri,13-Jan-06,Alachlor,µg/l,0.0946666666666667
Boonsri,27-Jan-06,Alachlor,µg/l,0.093
Kohsoom,29-Jan-06,Alachlor,µg/l,0.146
Boonsri,10-Feb-06,Alachlor,µg/l,0.111666666666667
Kannika,10-Feb-06,Alachlor,µg/l,0.208666666666667
Sakda,10-Feb-06,Alachlor,µg/l,0.149
Boonsri,24-Feb-06,Alachlor,µg/l,0.116666666666667
Chai,24-Feb-06,Alachlor,µg/l,0.192666666666667
Somchair,25-Feb-06,Alachlor,µg/l,0.133
Busarakhan,25-Feb-06,Alachlor,µg/l,0.198
Kohsoom,26-Feb-06,Alachlor,µg/l,0.398
Chai,28-Feb-06,Alachlor,µg/l,0.152666666666667
Boonsri,9-Mar-06,Alachlor,µg/l,0.362666666666667
Kannika,9-Mar-06,Alachlor,µg/l,0.393333333333333
Sakda,9-Mar-06,Alachlor,µg/l,0.113
Chai,17-Mar-06,Alachlor,µg/l,0.392
Boonsri,23-Mar-06,Alachlor,µg/l,0.25
Somchair,23-Mar-06,Alachlor,µg/l,0.389
Busarakhan,23-Mar-06,Alachlor,µg/l,0.125
Kohsoom,25-Mar-06,Alachlor,µg/l,0.574
Chai,29-Mar-06,Alachlor,µg/l,0.391
Boonsri,6-Apr-06,Alachlor,µg/l,0.147333333333333
Kannika,15-Apr-06,Alachlor,µg/l,0.224
Sakda,15-Apr-06,Alachlor,µg/l,0.294
Chai,23-Apr-06,Alachlor,µg/l,0.144333333333333
Boonsri,27-Apr-06,Alachlor,µg/l,0.2835
Somchair,27-Apr-06,Alachlor,µg/l,0.156
Busarakhan,27-Apr-06,Alachlor,µg/l,0.116
Kohsoom,29-Apr-06,Alachlor,µg/l,0.376
Chai,30-Apr-06,Alachlor,µg/l,0.179333333333333
Boonsri,3-May-06,Alachlor,µg/l,0.0913333333333333
Kannika,11-May-06,Alachlor,µg/l,0.112
Sakda,11-May-06,Alachlor,µg/l,0.118
Boonsri,25-May-06,Alachlor,µg/l,0.255
Kohsoom,27-May-06,Alachlor,µg/l,0.161
Somchair,31-May-06,Alachlor,µg/l,0.13
Chai,1-Jun-06,Alachlor,µg/l,0.249
Boonsri,8-Jun-06,Alachlor,µg/l,0.600333333333333
Sakda,8-Jun-06,Alachlor,µg/l,0.370333333333333
Chai,18-Jun-06,Alachlor,µg/l,0.297
Boonsri,22-Jun-06,Alachlor,µg/l,0.641
Somchair,25-Jun-06,Alachlor,µg/l,0.111
Busarakhan,25-Jun-06,Alachlor,µg/l,0.079
Kohsoom,26-Jun-06,Alachlor,µg/l,0.262
Kannika,26-Jun-06,Alachlor,µg/l,0.095
Chai,9-Jul-06,Alachlor,µg/l,0.134
Kannika,11-Jul-06,Alachlor,µg/l,0.193
Boonsri,13-Jul-06,Alachlor,µg/l,0.221333333333333
Sakda,13-Jul-06,Alachlor,µg/l,0.198333333333333
Chai,15-Jul-06,Alachlor,µg/l,0.427666666666667
Somchair,16-Jul-06,Alachlor,µg/l,0.098
Busarakhan,16-Jul-06,Alachlor,µg/l,0.137
Boonsri,27-Jul-06,Alachlor,µg/l,0.331333333333333
Kohsoom,29-Jul-06,Alachlor,µg/l,0.212
Boonsri,10-Aug-06,Alachlor,µg/l,0.437
Kannika,10-Aug-06,Alachlor,µg/l,0.217333333333333
Sakda,10-Aug-06,Alachlor,µg/l,0.122666666666667
Somchair,13-Aug-06,Alachlor,µg/l,0.078
Busarakhan,13-Aug-06,Alachlor,µg/l,0.136
Chai,18-Aug-06,Alachlor,µg/l,0.092
Boonsri,24-Aug-06,Alachlor,µg/l,0.474333333333333
Kohsoom,26-Aug-06,Alachlor,µg/l,0.093
Chai,27-Aug-06,Alachlor,µg/l,0.0676666666666667
Chai,2-Sep-06,Alachlor,µg/l,0.151333333333333
Sakda,7-Sep-06,Alachlor,µg/l,0.262666666666667
Kannika,14-Sep-06,Alachlor,µg/l,0.317
Boonsri,21-Sep-06,Alachlor,µg/l,0.355
Somchair,22-Sep-06,Alachlor,µg/l,0.116
Busarakhan,22-Sep-06,Alachlor,µg/l,0.237
Kohsoom,23-Sep-06,Alachlor,µg/l,0.409
Chai,29-Sep-06,Alachlor,µg/l,0.118
Somchair,6-Oct-06,Alachlor,µg/l,0.09
Busarakhan,6-Oct-06,Alachlor,µg/l,0.162
Chai,8-Oct-06,Alachlor,µg/l,0.0766666666666667
Boonsri,12-Oct-06,Alachlor,µg/l,0.154
Kannika,12-Oct-06,Alachlor,µg/l,0.187666666666667
Sakda,12-Oct-06,Alachlor,µg/l,0.131
Boonsri,26-Oct-06,Alachlor,µg/l,0.256666666666667
Kohsoom,28-Oct-06,Alachlor,µg/l,0.566
Boonsri,9-Nov-06,Alachlor,µg/l,0.281666666666667
Kannika,9-Nov-06,Alachlor,µg/l,0.111333333333333
Sakda,9-Nov-06,Alachlor,µg/l,0.348
Chai,15-Nov-06,Alachlor,µg/l,0.110333333333333
Somchair,22-Nov-06,Alachlor,µg/l,0.086
Busarakhan,22-Nov-06,Alachlor,µg/l,0.147
Boonsri,23-Nov-06,Alachlor,µg/l,0.341
Kohsoom,25-Nov-06,Alachlor,µg/l,0.107
Chai,25-Nov-06,Alachlor,µg/l,0.074
Kannika,7-Dec-06,Alachlor,µg/l,0.0653333333333333
Sakda,7-Dec-06,Alachlor,µg/l,0.074
Chai,10-Dec-06,Alachlor,µg/l,0.198333333333333
Somchair,13-Dec-06,Alachlor,µg/l,0.132
Busarakhan,13-Dec-06,Alachlor,µg/l,0.198
Chai,20-Dec-06,Alachlor,µg/l,0.249333333333333
Boonsri,21-Dec-06,Alachlor,µg/l,0.139333333333333
Kohsoom,23-Dec-06,Alachlor,µg/l,0.167
Boonsri,11-Jan-07,Alachlor,µg/l,0.07
Kannika,11-Jan-07,Alachlor,µg/l,0.111333333333333
Sakda,11-Jan-07,Alachlor,µg/l,0.0503333333333333
Chai,18-Jan-07,Alachlor,µg/l,0.0796666666666667
Somchair,24-Jan-07,Alachlor,µg/l,0.053
Busarakhan,24-Jan-07,Alachlor,µg/l,0.043
Boonsri,25-Jan-07,Alachlor,µg/l,0.262666666666667
Kohsoom,27-Jan-07,Alachlor,µg/l,0.034
Chai,27-Jan-07,Alachlor,µg/l,0.04
Kannika,8-Feb-07,Alachlor,µg/l,0.114666666666667
Sakda,15-Feb-07,Alachlor,µg/l,0.0653333333333333
Chai,16-Feb-07,Alachlor,µg/l,0.081
Boonsri,22-Feb-07,Alachlor,µg/l,0.199333333333333
Somchair,22-Feb-07,Alachlor,µg/l,0.052
Busarakhan,22-Feb-07,Alachlor,µg/l,0.083
Kohsoom,24-Feb-07,Alachlor,µg/l,0.115
Boonsri,9-Mar-07,Alachlor,µg/l,0.176666666666667
Kannika,15-Mar-07,Alachlor,µg/l,0.0463333333333333
Sakda,15-Mar-07,Alachlor,µg/l,0.0993333333333333
Boonsri,22-Mar-07,Alachlor,µg/l,0.152666666666667
Chai,23-Mar-07,Alachlor,µg/l,0.0233333333333333
Kohsoom,24-Mar-07,Alachlor,µg/l,0.349
Somchair,28-Mar-07,Alachlor,µg/l,0.015
Busarakhan,28-Mar-07,Alachlor,µg/l,0.021
Chai,31-Mar-07,Alachlor,µg/l,0.121666666666667
Boonsri,6-Apr-07,Alachlor,µg/l,0.144666666666667
Chai,12-Apr-07,Alachlor,µg/l,0.099
Kannika,12-Apr-07,Alachlor,µg/l,0.129
Sakda,12-Apr-07,Alachlor,µg/l,0.207
Boonsri,19-Apr-07,Alachlor,µg/l,0.192
Kohsoom,20-Apr-07,Alachlor,µg/l,0.078
Somchair,20-Apr-07,Alachlor,µg/l,0.051
Busarakhan,20-Apr-07,Alachlor,µg/l,0.05
Chai,25-Apr-07,Alachlor,µg/l,0.0903333333333333
Boonsri,10-May-07,Alachlor,µg/l,0.264
Kannika,10-May-07,Alachlor,µg/l,0.379666666666667
Sakda,10-May-07,Alachlor,µg/l,0.172
Boonsri,24-May-07,Alachlor,µg/l,0.0813333333333333
Kohsoom,26-May-07,Alachlor,µg/l,0.069
Somchair,26-May-07,Alachlor,µg/l,0.049
Busarakhan,26-May-07,Alachlor,µg/l,0.033
Chai,31-May-07,Alachlor,µg/l,0.0476666666666667
Boonsri,7-Jun-07,Alachlor,µg/l,0.061
Sakda,7-Jun-07,Alachlor,µg/l,0.007
Kannika,9-Jun-07,Alachlor,µg/l,0.0163333333333333
Boonsri,21-Jun-07,Alachlor,µg/l,0.058
Chai,21-Jun-07,Alachlor,µg/l,0.0546666666666667
Kohsoom,23-Jun-07,Alachlor,µg/l,0.006
Somchair,23-Jun-07,Alachlor,µg/l,0.028
Busarakhan,23-Jun-07,Alachlor,µg/l,0.018
Boonsri,5-Jul-07,Alachlor,µg/l,0.0353333333333333
Chai,7-Jul-07,Alachlor,µg/l,0.0116666666666667
Kannika,7-Jul-07,Alachlor,µg/l,0.0513333333333333
Sakda,7-Jul-07,Alachlor,µg/l,0.0766666666666667
Boonsri,19-Jul-07,Alachlor,µg/l,0.0423333333333333
Chai,19-Jul-07,Alachlor,µg/l,0.0456666666666667
Kohsoom,21-Jul-07,Alachlor,µg/l,0.035
Somchair,25-Jul-07,Alachlor,µg/l,0.117
Busarakhan,25-Jul-07,Alachlor,µg/l,0.026
Chai,4-Aug-07,Alachlor,µg/l,0.0466666666666667
Kannika,11-Aug-07,Alachlor,µg/l,0.0486666666666667
Sakda,11-Aug-07,Alachlor,µg/l,0.0506666666666667
Boonsri,23-Aug-07,Alachlor,µg/l,0.025
Kohsoom,25-Aug-07,Alachlor,µg/l,0.11
Somchair,25-Aug-07,Alachlor,µg/l,0.071
Busarakhan,25-Aug-07,Alachlor,µg/l,0.061
Chai,29-Aug-07,Alachlor,µg/l,0.0253333333333333
Sakda,6-Sep-07,Alachlor,µg/l,0.09
Chai,12-Sep-07,Alachlor,µg/l,0.0493333333333333
Boonsri,20-Sep-07,Alachlor,µg/l,0.0453333333333333
Chai,21-Sep-07,Alachlor,µg/l,0.087
Kohsoom,23-Sep-07,Alachlor,µg/l,0.051
Somchair,29-Sep-07,Alachlor,µg/l,0.082
Busarakhan,29-Sep-07,Alachlor,µg/l,0.105
Kannika,30-Sep-07,Alachlor,µg/l,0.103333333333333
Chai,7-Oct-07,Alachlor,µg/l,0.0683333333333333
Kannika,13-Oct-07,Alachlor,µg/l,0.079
Sakda,13-Oct-07,Alachlor,µg/l,0.112333333333333
Boonsri,25-Oct-07,Alachlor,µg/l,0.065
Somchair,26-Oct-07,Alachlor,µg/l,0.082
Busarakhan,26-Oct-07,Alachlor,µg/l,0.124
Kohsoom,27-Oct-07,Alachlor,µg/l,0.07
Chai,28-Oct-07,Alachlor,µg/l,0.0583333333333333
Sakda,10-Nov-07,Alachlor,µg/l,0.118
Kannika,21-Nov-07,Alachlor,µg/l,0.059
Boonsri,22-Nov-07,Alachlor,µg/l,0.054
Chai,23-Nov-07,Alachlor,µg/l,0.042
Kohsoom,24-Nov-07,Alachlor,µg/l,0.034
Somchair,28-Nov-07,Alachlor,µg/l,0.008
Busarakhan,28-Nov-07,Alachlor,µg/l,0.019
Chai,30-Nov-07,Alachlor,µg/l,0.0293333333333333
Sakda,8-Dec-07,Alachlor,µg/l,0.0326666666666667
Kannika,13-Dec-07,Alachlor,µg/l,0.024
Boonsri,20-Dec-07,Alachlor,µg/l,0.05
Chai,20-Dec-07,Alachlor,µg/l,0.0386666666666667
Kohsoom,22-Dec-07,Alachlor,µg/l,0.077
Somchair,22-Dec-07,Alachlor,µg/l,0.017
Busarakhan,22-Dec-07,Alachlor,µg/l,0.015
Chai,28-Dec-07,Alachlor,µg/l,0.0306666666666667
Chai,22-Sep-09,Alachlor,µg/l,0.025
Somchair,24-Sep-09,Alachlor,µg/l,0.025
Busarakhan,25-Sep-09,Alachlor,µg/l,0.025
Kannika,27-Sep-09,Alachlor,µg/l,0.025
Sakda,28-Sep-09,Alachlor,µg/l,0.025
Chai,19-Oct-09,Alachlor,µg/l,0.025
Somchair,30-Oct-09,Alachlor,µg/l,0.025
Busarakhan,30-Oct-09,Alachlor,µg/l,0.025
Kannika,13-Nov-09,Alachlor,µg/l,0.025
Boonsri,14-Jan-05,Aldrin,µg/l,0
Kannika,16-Jan-05,Aldrin,µg/l,0
Sakda,16-Jan-05,Aldrin,µg/l,0
Somchair,22-Jan-05,Aldrin,µg/l,0
Busarakhan,22-Jan-05,Aldrin,µg/l,0
Chai,27-Jan-05,Aldrin,µg/l,0
Boonsri,28-Jan-05,Aldrin,µg/l,0
Kohsoom,30-Jan-05,Aldrin,µg/l,0
Somchair,20-Feb-05,Aldrin,µg/l,0
Busarakhan,20-Feb-05,Aldrin,µg/l,0
Boonsri,24-Feb-05,Aldrin,µg/l,0
Kohsoom,27-Feb-05,Aldrin,µg/l,0
Chai,28-Feb-05,Aldrin,µg/l,0.00166666666666667
Boonsri,11-Mar-05,Aldrin,µg/l,0
Kannika,11-Mar-05,Aldrin,µg/l,0
Sakda,11-Mar-05,Aldrin,µg/l,0
Chai,17-Mar-05,Aldrin,µg/l,0
Somchair,24-Mar-05,Aldrin,µg/l,0
Busarakhan,24-Mar-05,Aldrin,µg/l,0
Boonsri,25-Mar-05,Aldrin,µg/l,0
Kohsoom,27-Mar-05,Aldrin,µg/l,0
Chai,31-Mar-05,Aldrin,µg/l,0
Boonsri,8-Apr-05,Aldrin,µg/l,0.003
Kannika,8-Apr-05,Aldrin,µg/l,0.0476666666666667
Sakda,8-Apr-05,Aldrin,µg/l,0.0746666666666667
Chai,11-Apr-05,Aldrin,µg/l,0
Chai,21-Apr-05,Aldrin,µg/l,0
Boonsri,22-Apr-05,Aldrin,µg/l,0.0163333333333333
Somchair,24-Apr-05,Aldrin,µg/l,0
Busarakhan,24-Apr-05,Aldrin,µg/l,0.132
Kohsoom,25-Apr-05,Aldrin,µg/l,0
Boonsri,13-May-05,Aldrin,µg/l,0
Kannika,13-May-05,Aldrin,µg/l,0
Sakda,13-May-05,Aldrin,µg/l,0
Chai,16-May-05,Aldrin,µg/l,0
Chai,23-May-05,Aldrin,µg/l,0
Boonsri,27-May-05,Aldrin,µg/l,0
Kohsoom,28-May-05,Aldrin,µg/l,0
Somchair,29-May-05,Aldrin,µg/l,0
Busarakhan,29-May-05,Aldrin,µg/l,0
Boonsri,10-Jun-05,Aldrin,µg/l,0
Kannika,12-Jun-05,Aldrin,µg/l,0
Sakda,12-Jun-05,Aldrin,µg/l,0.0163333333333333
Chai,13-Jun-05,Aldrin,µg/l,0
Chai,20-Jun-05,Aldrin,µg/l,0
Somchair,21-Jun-05,Aldrin,µg/l,0
Busarakhan,21-Jun-05,Aldrin,µg/l,0
Boonsri,24-Jun-05,Aldrin,µg/l,0
Boonsri,8-Jul-05,Aldrin,µg/l,0
Kannika,8-Jul-05,Aldrin,µg/l,0.003
Sakda,8-Jul-05,Aldrin,µg/l,0
Boonsri,22-Jul-05,Aldrin,µg/l,0.0393333333333333
Chai,23-Jul-05,Aldrin,µg/l,0.068
Somchair,24-Jul-05,Aldrin,µg/l,0.284
Busarakhan,24-Jul-05,Aldrin,µg/l,0
Kohsoom,29-Jul-05,Aldrin,µg/l,0
Chai,31-Jul-05,Aldrin,µg/l,0.0473333333333333
Boonsri,12-Aug-05,Aldrin,µg/l,0
Kannika,12-Aug-05,Aldrin,µg/l,0
Sakda,12-Aug-05,Aldrin,µg/l,0.061
Chai,18-Aug-05,Aldrin,µg/l,0
Kohsoom,24-Aug-05,Aldrin,µg/l,0
Chai,25-Aug-05,Aldrin,µg/l,0
Boonsri,26-Aug-05,Aldrin,µg/l,0
Somchair,26-Aug-05,Aldrin,µg/l,0
Busarakhan,26-Aug-05,Aldrin,µg/l,0
Boonsri,9-Sep-05,Aldrin,µg/l,0.0313333333333333
Kannika,9-Sep-05,Aldrin,µg/l,0.00566666666666667
Sakda,9-Sep-05,Aldrin,µg/l,0
Chai,22-Sep-05,Aldrin,µg/l,0
Boonsri,23-Sep-05,Aldrin,µg/l,0.0263333333333333
Somchair,24-Sep-05,Aldrin,µg/l,0
Busarakhan,24-Sep-05,Aldrin,µg/l,0
Kohsoom,25-Sep-05,Aldrin,µg/l,0
Chai,29-Sep-05,Aldrin,µg/l,0
Chai,10-Oct-05,Aldrin,µg/l,0.082
Chai,20-Oct-05,Aldrin,µg/l,0.019
